Sentence ID,File Name,Token ID,Form,Misc,Lemma,UPOS,XPOS,Features,Head,Deprel,Deps
27,Dk7-B.csv,5,paydāg,visible,paydāg,ADJ,_,_,0,root,_
38,Dk7-B.csv,8,dahišnīg,creating,dahišnīg,ADJ,_,_,2,advcl,_
53,Dk7-B.csv,7,amarg,without death,amarg,ADJ,_,_,2,xcomp,_
54,Dk7-B.csv,3,weh_dēn,of the good religion,weh-dēn,ADJ,_,_,11,obl,_
54,Dk7-B.csv,11,paydāg,visible,paydāg,ADJ,_,_,0,root,_
55,Dk7-B.csv,7,wālēn,raise,wālēn,ADJ,_,_,0,root,_
55,Dk7-B.csv,9,frabihtar,bulky,frabih,ADJ,_,_,11,xcomp,_
58,Dk7-B.csv,7,zamīg,the earth,zamīg,ADJ,_,_,6,obj,_
58,Dk7-B.csv,12,meh,greater,meh,ADJ,Degree=Cmp,Degree=Cmp,6,advcl,_
60,Dk7-B.csv,6,paydāg,clear,paydāg,ADJ,_,_,0,root,_
61,Dk7-B.csv,17,ǰam_kird,ǰam-made,ǰam-kird,ADJ,_,_,18,nmod,_
62,Dk7-B.csv,7,weh_dēn,of the good religion,weh-dēn,ADJ,_,_,8,obl,_
62,Dk7-B.csv,8,paydāg,known,paydāg,ADJ,_,_,0,root,_
63,Dk7-B.csv,16,burdār,(child) bearing,burdār,ADJ,_,_,17,nmod,_
64,Dk7-B.csv,10,burdār,(child) bearing,burdār,ADJ,_,_,11,nmod,_
66,Dk7-B.csv,3,nō_sālag,9-year-old,nō-sālag,ADJ,_,_,1,obl,_
84,Dk7-B.csv,6,passox_guftār,response-giving,passox-guftār,ADJ,_,_,0,root,_
101,Dk7-B.csv,33,buland,high,buland,ADJ,_,_,31,nmod,_
102,Dk7-B.csv,15,paydāg,visible,paydāg,ADJ,_,_,0,root,_
105,Dk7-B.csv,17,was_warzān,very skillful,was-warzān,ADJ,_,_,16,xcomp,_
111,Dk7-B.csv,42,paydāg,visible,paydāg,ADJ,_,_,11,acl:relcl,_
113,Dk7-B.csv,21,amarg_dāštār,deathless keeping,amarg-dāštār,ADJ,_,_,17,acl:relcl,_
115,Dk7-B.csv,25,mazdēst,Mazdean,mazdēsn,ADJ,_,_,24,nmod,_
119,Dk7-B.csv,20,amarg,without death,amarg,ADJ,_,_,13,acl:relcl,_
121,Dk7-B.csv,2,paydāg,revealed,paydāg,ADJ,_,_,0,root,_
121,Dk7-B.csv,12,pēšōbāytar,leadership,pēšōbāy,ADJ,Degree=Cmp,Degree=Cmp,14,obl,_
122,Dk7-B.csv,9,griftār,involved,griftār,ADJ,_,_,0,root,_
128,Dk7-B.csv,10,warzāwend,"club, mace",warzāwend,ADJ,_,_,6,nmod,_
134,Dk7-B.csv,12,ušēdarān,of Ušēdar,ušēdarān,ADJ,_,_,10,nmod,_
136,Dk7-B.csv,7,sūdōmand,benefactor,sūdōmand,ADJ,_,_,5,nmod,_
138,Dk7-B.csv,12,farroxtom,blessed,farroxtom,ADJ,Degree=Sup,Degree=Sup,8,nmod,_
139,Dk7-B.csv,4,paydāg,visible,paydāg,ADJ,_,_,0,root,_
163,Dk7-B.csv,20,griftar,confined,grift,ADJ,Degree=Cmp|Typo=Yes,Degree=Cmp|Typo=Yes,15,acl:relcl,_
163,Dk7-B.csv,32,zīndag,alive,zīndag,ADJ,_,_,38,obj,_
180,Dk7-B.csv,15,paydāg_tōhmag,with revealed ancestory,paydāg-tōhmag,ADJ,_,_,_,ccomp,_
4,DMX-L19.csv,24,bēšazgartom,wholesome,bēšazgar,ADJ,Degree=Sup,Degree=Sup,0,root,_
5,DMX-L19.csv,4,abdān,wonderful,abd,ADJ,Number=Plur,Number=Plur,5,nmod,_
5,DMX-L19.csv,11,māzdēsnān,Mazdean,māzdēsn,ADJ,_,_,9,nmod,_
7,DMX-L19.csv,2,asazišnīg,imperishable,asazišnīg,ADJ,_,_,18,obj,_
8,DMX-L19.csv,4,paydāg,clear,paydāg,ADJ,_,_,0,root,_
8,DMX-L19.csv,15,āšnāg,known,āšnāg,ADJ,_,_,39,advcl,_
9,DMX-L19.csv,14,wizendgar,harming,wizendgar,ADJ,_,_,3,acl:relcl,_
11,DMX-L19.csv,5,āgāh,aware,āgāh,ADJ,_,_,6,xcomp,_
13,DMX-L19.csv,5,āgāh,aware,āgāh,ADJ,_,_,0,root,_
13,DMX-L19.csv,15,kem,less,kem,ADJ,Degree=Cmp,Degree=Cmp,5,advcl,_
15,DMX-L19.csv,4,paydāg,visible,paydāg,ADJ,_,_,0,root,_
16,DMX-L19.csv,5,āγištag,defiled,āγištag,ADJ,_,_,0,root,_
16,DMX-L19.csv,22,ahōmānāg,dissimilar,ahōmānāg,ADJ,_,_,5,advcl,_
17,DMX-L19.csv,11,drubušttar,protective,drubušt,ADJ,Degree=Cmp,Degree=Cmp,1,ccomp,_
18,DMX-L19.csv,4,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
19,DMX-L19.csv,4,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
20,DMX-L19.csv,4,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
21,DMX-L19.csv,4,xwaštar,pleasant,xwaš,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
22,DMX-L19.csv,7,frāztom,prominent,frāz,ADJ,_,_,2,acl:relcl,_
23,DMX-L19.csv,8,drubušttar,protective,drubušt,ADJ,Degree=Cmp,Degree=Cmp,4,ccomp,_
24,DMX-L19.csv,6,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
25,DMX-L19.csv,7,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
26,DMX-L19.csv,8,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
27,DMX-L19.csv,3,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
28,DMX-L19.csv,7,frāz,prominant,frāz,ADJ,Degree=Cmp,Degree=Cmp,2,acl:relcl,_
29,DMX-L19.csv,10,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,1,ccomp,_
30,DMX-L19.csv,11,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,4,ccomp,_
31,DMX-L19.csv,19,frārōn,righteous,frārōn,ADJ,_,_,25,advcl,14:acl|16:acl|18:acl
33,DMX-L19.csv,23,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
34,DMX-L19.csv,4,pahlom,excellent,pahlom,ADJ,Degree=Sup,Degree=Sup,6,advcl,2:acl
35,DMX-L19.csv,25,meh,greater,meh,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
36,DMX-L19.csv,12,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,6,ccomp,_
39,DMX-L19.csv,14,rāst,right,rāst,ADJ,_,_,15,advcl,11:acl
39,DMX-L19.csv,29,xūb,good,xūb,ADJ,_,_,26,advcl,26:acl|28:acl
39,DMX-L19.csv,40,rawāg,propagated,rawāg,ADJ,_,_,41,obl,_
44,DMX-L19.csv,6,hamtāg,equal,hamtāg,ADJ,_,_,10,xcomp,1:acl
48,DMX-L19.csv,6,hamtāg,equal,hamtāg,ADJ,Typo=Yes,Typo=Yes,10,xcomp,1:acl
49,DMX-L19.csv,20,arzōmandtar,worthy,arzōmand,ADJ,Degree=Cmp,Degree=Cmp,1,ccomp,_
50,DMX-L19.csv,14,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,15,advcl,12:acl
53,DMX-L19.csv,2,paydāg,known,paydāg,ADJ,_,_,0,root,_
54,DMX-L19.csv,6,tan_drusttar,healthy,tan-drust,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
54,DMX-L19.csv,14,abēwizendtar,invulnerable,abēwizend,ADJ,Degree=Cmp,Degree=Cmp,15,xcomp,10:acl
55,DMX-L19.csv,5,meh,greater,meh,ADJ,Degree=Cmp,Degree=Cmp,9,xcomp,4:acl
56,DMX-L19.csv,12,paydāg,known,paydāg,ADJ,_,_,0,root,_
57,DMX-L19.csv,7,meh,greater,meh,ADJ,Degree=Cmp,Degree=Cmp,10,xcomp,4:acl|6:acl
59,DMX-L19.csv,11,pādixšā,permitted,pādixšā,ADJ,_,_,0,root,_
61,DMX-L19.csv,3,paydāg,known,paydāg,ADJ,_,_,0,root,_
67,DMX-L19.csv,10,homānāg,similar,homānāg,ADJ,_,_,0,root,_
67,DMX-L19.csv,22,pāktar,clean,pāk,ADJ,Degree=Cmp,Degree=Cmp,25,xcomp,12:acl
68,DMX-L19.csv,7,frārōntar,honest,frārōn,ADJ,Degree=Cmp,Degree=Cmp,8,advcl,2:acl|4:acl|6:acl
69,DMX-L19.csv,10,čarbtar,gentle,čarb,ADJ,Degree=Cmp,Degree=Cmp,13,xcomp,_
70,DMX-L19.csv,7,tuxšāgtar,diligent,tuxšāg,ADJ,_,_,8,xcomp,_
76,DMX-L19.csv,8,ōšyār,cautious,ōšyār,ADJ,_,_,9,xcomp,_
83,DMX-L19.csv,8,rawāg,progressive,rawāg,ADJ,Degree=Cmp,Degree=Cmp,9,xcomp,2:acl
86,DMX-L19.csv,13,paydāg,visible,paydāg,ADJ,_,_,14,xcomp,10:acl
90,DMX-L19.csv,7,framušt,forgotten,framušt,ADJ,Subcat=Tran|Tense=Past|VerbForm=Part|Typo=Yes,Subcat=Tran|Tense=Past|VerbForm=Part|Typo=Yes,8,xcomp,2:acl|4:acl
91,DMX-L19.csv,13,kem,less,kem,ADJ,Degree=Cmp,Degree=Cmp,14,xcomp,2:acl|6:acl|10:acl
93,DMX-L19.csv,9,akird,undone,akird,ADJ,_,_,10,xcomp,3:acl
95,DMX-L19.csv,14,bišt,exasperated,bišt,ADJ,Subcat=Tran|Tense=Past|VerbForm=Part,Subcat=Tran|Tense=Past|VerbForm=Part,0,root,_
96,DMX-L19.csv,6,hušnūdag,contented,hušnūdag,ADJ,_,_,0,root,_
98,DMX-L19.csv,15,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
99,DMX-L19.csv,22,meh,greater,meh,ADJ,Degree=Cmp,Degree=Cmp,27,xcomp,9:acl
100,DMX-L19.csv,2,dānāg,wise,dānāg,ADJ,_,_,1,nsubj,_
100,DMX-L19.csv,14,wattar,worse,wattar,ADJ,Degree=Cmp,Degree=Cmp,10,acl:relcl,_
101,DMX-L19.csv,15,šād,happy,šād,ADJ,_,_,16,xcomp,13:acl
101,DMX-L19.csv,23,wattar,worse,wattar,ADJ,Degree=Cmp,Degree=Cmp,4,ccomp,_
104,DMX-L19.csv,14,wattar,worse,wattar,ADJ,Degree=Cmp,Degree=Cmp,1,ccomp,_
105,DMX-L19.csv,14,wattar,worse,wattar,ADJ,Degree=Cmp,Degree=Cmp,5,ccomp,_
107,DMX-L19.csv,17,wattar,worse,wattar,ADJ,Degree=Cmp,Degree=Cmp,18,xcomp,11:acl|13:acl
108,DMX-L19.csv,12,sūdōmandtar,useful,sūdōmand,ADJ,Degree=Cmp,Degree=Cmp,1,ccomp,9:acl
109,DMX-L19.csv,17,sūdōmandtar,useful,sūdōmand,ADJ,Degree=Cmp,Degree=Cmp,5,ccomp,9:acl
119,DMX-L19.csv,6,abāz,open,abāz,ADJ,Typo=Yes,Typo=Yes,7,xcomp,5:acl
122,DMX-L19.csv,11,druwand,wicked,druwand,ADJ,_,_,12,xcomp,10:acl
125,DMX-L19.csv,23,xwaš,pleasant,xwaš,ADJ,_,_,24,advcl,_
126,DMX-L19.csv,8,garāntar,heavy,garān,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
128,DMX-L19.csv,5,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,6,xcomp,4:acl
130,DMX-L19.csv,7,paydāg,visible,paydāg,ADJ,_,_,0,root,_
130,DMX-L19.csv,16,ērānagān,Iran,ērānag,ADJ,Animacy=Inan|Number=Plur,Animacy=Inan|Number=Plur,9,nmod,_
133,DMX-L19.csv,5,paydāg,known,paydāg,ADJ,_,_,0,root,_
137,DMX-L19.csv,11,druwand,sinful,druwand,ADJ,_,_,12,xcomp,10:acl
138,DMX-L19.csv,9,warōmand,doubtful,warōmand,ADJ,Typo=Yes,Typo=Yes,0,root,_
139,DMX-L19.csv,18,warōmand,doubtful,warōmand,ADJ,Typo=Yes,Typo=Yes,0,root,_
140,DMX-L19.csv,13,kem,less,kem,ADJ,Degree=Cmp,Degree=Cmp,14,advcl,8:acl|10:acl
141,DMX-L19.csv,8,kem,less,kem,ADJ,Degree=Cmp,Degree=Cmp,9,advcl,2:acl
142,DMX-L19.csv,7,dusraw,discredited,dusraw,ADJ,_,_,0,root,_
143,DMX-L19.csv,4,druwand,sinful,druwand,ADJ,_,_,5,xcomp,3:acl
145,DMX-L19.csv,17,kem,less,kem,ADJ,Degree=Cmp,Degree=Cmp,18,advcl,2:acl|9:acl
146,DMX-L19.csv,6,kem,less,kem,ADJ,Degree=Cmp,Degree=Cmp,7,advcl,2:acl
152,DMX-L19.csv,12,abēbār,fruitless,abēbār,ADJ,_,_,0,root,_
155,DMX-L19.csv,14,wiyābān,lost,wiyābān,ADJ,_,_,15,xcomp,11:acl
156,DMX-L19.csv,4,āgāh,skilled,āgāh,ADJ,_,_,5,xcomp,1:acl
157,DMX-L19.csv,2,wad_dil,faint-hearted,wad_dil,ADJ,_,_,4,nsubj,3:nsubj
157,DMX-L19.csv,3,dilērtar,brave,dilēr,ADJ,_,_,4,xcomp,2:acl
157,DMX-L19.csv,6,dilērtar,brave,dilēr,ADJ,_,_,8,nsubj,7:nsubj
157,DMX-L19.csv,7,wad_dil,faint-hearted,wad_dil,ADJ,_,_,8,xcomp,6:acl
158,DMX-L19.csv,2,tuxšāg,diligent,tuxšāg,ADJ,_,_,4,nsubj,3:nsubj
158,DMX-L19.csv,3,aǰgahān,lazy,aǰgahān,ADJ,Typo=Yes,Typo=Yes,4,xcomp,2:acl
158,DMX-L19.csv,6,aǰgahān,lazy,aǰgahān,ADJ,_,_,8,nsubj,7:nsubj
158,DMX-L19.csv,7,tuxšāg,diligent,tuxšāg,ADJ,_,_,8,xcomp,6:acl
165,DMX-L19.csv,8,kem,less,kem,ADJ,Degree=Cmp,Degree=Cmp,9,advcl,5:acl
165,DMX-L19.csv,12,kem,less,kem,ADJ,Degree=Cmp,Degree=Cmp,13,advcl,11:acl
166,DMX-L19.csv,11,driyōštar,poor,driyōš,ADJ,Degree=Cmp,Degree=Cmp,1,ccomp,_
167,DMX-L19.csv,11,driyōštar,poor,driyōš,ADJ,Degree=Cmp,Degree=Cmp,5,ccomp,_
167,DMX-L19.csv,19,hunsand,satisfied,hursand,ADJ,_,_,10,acl:relcl,_
168,DMX-L19.csv,5,tuwāngartar,rich,tuwāngar,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
168,DMX-L19.csv,12,hunsand,satisfied,hursand,ADJ,_,_,4,acl:relcl,_
169,DMX-L19.csv,10,wattar,worse,wattar,ADJ,Degree=Cmp,Degree=Cmp,1,ccomp,_
170,DMX-L19.csv,2,wattar,worse,wattar,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
171,DMX-L19.csv,21,drust_čašm,sighted,drust-čašm,ADJ,_,_,22,obl,_
172,DMX-L19.csv,4,drust_čašm,sighted,drust-čašm,ADJ,_,_,25,nsubj,_
172,DMX-L19.csv,25,wattar,worse,wattar,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
173,DMX-L19.csv,2,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
173,DMX-L19.csv,6,dušxēm,ignorant,dušxēm,ADJ,_,_,15,nsubj,13:nsubj
175,DMX-L19.csv,31,kāmag_widār,fulfilling (one's own) wishes,kāmag-widār,ADJ,_,_,1,ccomp,_
176,DMX-L19.csv,14,anespās,ungrateful,anespās,ADJ,_,_,10,acl:relcl,_
180,DMX-L19.csv,16,āgāh,aware,āgāh,ADJ,_,_,5,ccomp,_
183,DMX-L19.csv,11,paydāg,clear,paydāg,ADJ,_,_,0,root,_
188,DMX-L19.csv,12,gannāg,foul,gannāg,ADJ,_,_,19,obj,_
188,DMX-L19.csv,18,bārag,mount,bārag,ADJ,Animacy=Inan,Animacy=Inan,19,obl,_
189,DMX-L19.csv,9,druwand,evil,druwand,ADJ,_,_,12,nsubj,_
190,DMX-L19.csv,34,adard,painless,adard,ADJ,_,_,39,xcomp,_
192,DMX-L19.csv,4,paydāg,clear,paydāg,ADJ,_,_,0,root,_
201,DMX-L19.csv,10,spāsdār,grateful,spāsdār,ADJ,_,_,0,root,_
205,DMX-L19.csv,5,passandišnīgtar,likeable,passandišnīg,ADJ,Degree=Cmp|,Degree=Cmp|,0,root,_
207,DMX-L19.csv,4,awestwār,"firm, reliable",awestwār,ADJ,_,_,6,xcomp,2:acl
212,DMX-L19.csv,4,framān_burdār,obedient,framān-burdār,ADJ,_,_,9,xcomp,_
213,DMX-L19.csv,8,framān_burdār,obedient,framān_burdār,ADJ,_,_,0,root,_
215,DMX-L19.csv,8,anāzarm,dishonoured,anāzarm,ADJ,_,_,10,xcomp,2:acl
216,DMX-L19.csv,5,rāst,correct,rāst,ADJ,_,_,6,advcl,4:acl
217,DMX-L19.csv,5,drō,false,drō,ADJ,_,_,6,advcl,4:acl
218,DMX-L19.csv,10,sardtar,cold,sard,ADJ,Degree=Cmp,Degree=Cmp,1,ccomp,_
219,DMX-L19.csv,2,rōšntar,bright,rōšn,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
220,DMX-L19.csv,2,tārīktar,dark,tārīk,ADJ,Degree=Cmp|Typo=Yes,Degree=Cmp|Typo=Yes,0,root,_
221,DMX-L19.csv,2,purrtar,full,purr,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
222,DMX-L19.csv,3,abēbartar,fruitless,abēbar,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
226,DMX-L19.csv,9,hušnūdag,happy,hušnūdag,ADJ,_,_,3,acl:relcl,_
227,DMX-L19.csv,8,hušnūdag,happy,hušnūdag,ADJ,_,_,2,acl:relcl,_
228,DMX-L19.csv,4,kāmag,wish,kāmag,ADJ,_,_,1,nsubj,11:nsubj
229,DMX-L19.csv,5,kāmag,wish,kāmag,ADJ,_,_,2,nsubj,12:nsubj
231,DMX-L19.csv,11,garmtar,warm,garm,ADJ,Degree=Cmp,Degree=Cmp,5,ccomp,_
232,DMX-L19.csv,2,rōšntar,bright,rōšn,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
233,DMX-L19.csv,2,tārīktar,dark,tārīk,ADJ,Degree=Cmp,Degree=Cmp,0,root,_
234,DMX-L19.csv,7,purrtar,rich,purr,ADJ,Degree=Cmp|Typo=Yes,Degree=Cmp|Typo=Yes,0,root,_
235,DMX-L19.csv,27,stō,defeated,stō,ADJ,_,_,28,xcomp,22:acl|26:acl
235,DMX-L19.csv,51,homānāg,similar,homānāg,ADJ,_,_,54,advcl,45:acl
7,GBd_TD1.csv,11,kāmag,desirable,kāmag,ADJ,_,_,1,acl:relcl,_
8,GBd_TD1.csv,25,paydāg,evident,paydāg,ADJ,_,_,5,acl,13:acl
10,GBd_TD1.csv,4,paydāg,clear,paydāg,ADJ,_,_,0,root,_
10,GBd_TD1.csv,6,bālistīg,exalted,bālistīg,ADJ,_,_,16,advcl,5:acl
15,GBd_TD1.csv,4,xām,crude,xām,ADJ,_,_,0,root,_
18,GBd_TD1.csv,24,sarōmand,limited,sarōmand,ADJ,Typo=Yes,Typo=Yes,21,ccomp,_
21,GBd_TD1.csv,5,kanāragōmand,limited,kanāragōmand,ADJ,_,_,0,root,_
22,GBd_TD1.csv,8,kanāragōmand,limited,kanāragōmand,ADJ,_,_,0,root,_
24,GBd_TD1.csv,1,kanāragōmand,limited,kanāragōmand,ADJ,_,_,0,root,_
31,GBd_TD1.csv,10,amēnīdār,unthinking,amēnīdār,ADJ,_,_,6,advcl,_
32,GBd_TD1.csv,9,anāgāh,unaware,anāgāh,ADJ,_,_,0,root,_
36,GBd_TD1.csv,8,farrox,glorious,farrox,ADJ,Degree=Cmp,Degree=Cmp,4,acl:relcl,6:acl:relcl
38,GBd_TD1.csv,5,astwand,corporeal,astwand,ADJ,_,_,2,xcomp,_
42,GBd_TD1.csv,39,amarg,without death,amarg,ADJ,_,_,43,xcomp,_
43,GBd_TD1.csv,12,agār,powerless,agār,ADJ,_,_,4,acl,_
47,GBd_TD1.csv,14,ačārag,helpless,ačārag,ADJ,_,_,9,xcomp,_
49,GBd_TD1.csv,7,harwisp_kirdār,allmighty,harwisp-kirdār,ADJ,_,_,3,ccomp,_
54,GBd_TD1.csv,8,ham_dādestān,of the same opinion,ham-dādestān,ADJ,_,_,0,root,_
55,GBd_TD1.csv,5,hamkōxšišn,quarrelling,hamkōxšišn,ADJ,_,_,8,advcl,4:acl
56,GBd_TD1.csv,37,agār,powerless,agār,ADJ,_,_,39,xcomp,36:acl
58,GBd_TD1.csv,17,pasēn,final,pasēn,ADJ,_,_,15,nmod,_
59,GBd_TD1.csv,13,sturd,stupefied,stard,ADJ,_,_,16,xcomp,1:acl
60,GBd_TD1.csv,36,agār,incapacitated,agār,ADJ,_,_,37,xcomp,38:acl
64,GBd_TD1.csv,17,weh,better,weh,ADJ,Degree=Cmp,Degree=Cmp,13,xcomp,_
65,GBd_TD1.csv,48,rawāg,widespread,rawāg,ADJ,_,_,50,xcomp,_
66,GBd_TD1.csv,5,agār,incapacitated,agār,ADJ,_,_,6,xcomp,4:acl
71,GBd_TD1.csv,4,paydāg,apparent,paydāg,ADJ,_,_,0,root,_
72,GBd_TD1.csv,5,paydāg,visible,paydāg,ADJ,_,_,6,xcomp,3:acl
73,GBd_TD1.csv,7,paydāg,visible,paydāg,ADJ,_,_,8,xcomp,10:acl|12:acl
77,GBd_TD1.csv,13,agārag,inactive,agārag,ADJ,_,_,11,advcl,_
78,GBd_TD1.csv,4,kāragōmand,active,kāragōmand,ADJ,_,_,3,xcomp,_
78,GBd_TD1.csv,20,agār,incapacitated,agār,ADJ,_,_,21,xcomp,19:acl
78,GBd_TD1.csv,28,kanāragōmand,limited,kanāragōmand,ADJ,_,_,26,advcl,_
79,GBd_TD1.csv,17,hamēyīg,perpetual,hamēyīg,ADJ,_,_,18,xcomp,10:acl
80,GBd_TD1.csv,7,ōzōmandtar,powerful,ōzōmand,ADJ,Degree=Cmp,Degree=Cmp,2,advcl,_
81,GBd_TD1.csv,2,ayābag,acquisitive,ayābag,ADJ,_,_,0,root,_
81,GBd_TD1.csv,8,ayābagān,acquisitive,ayābagān,ADJ,Number=Plur,Number=Plur,9,obl,_
81,GBd_TD1.csv,12,pursišnīgān,responsible,pursišnīg,ADJ,Number=Plur,Number=Plur,13,obl,_
88,GBd_TD1.csv,19,druwand,evil,druwand,ADJ,_,_,12,nmod,_
93,GBd_TD1.csv,6,paydāg,visible,paydāg,ADJ,_,_,7,xcomp,5:acl
94,GBd_TD1.csv,11,wattar,worse,wattar,ADJ,Degree=Cmp,Degree=Cmp,8,xcomp,_
94,GBd_TD1.csv,16,agār,incapacitate,agār,ADJ,_,_,18,xcomp,_
95,GBd_TD1.csv,3,asar,endless,asar,ADJ,_,_,10,obl,_
95,GBd_TD1.csv,25,agār,incapacitate,agār,ADJ,_,_,26,xcomp,_
96,GBd_TD1.csv,10,paydāg,visible,paydāg,ADJ,_,_,11,xcomp,5:acl|12:acl
97,GBd_TD1.csv,22,ǰudāg,separate,ǰudāg,ADJ,_,_,23,xcomp,19:acl
99,GBd_TD1.csv,12,paydāg,apparent,paydāg,ADJ,_,_,1,acl:relcl,_
100,GBd_TD1.csv,11,nēm_rōšn,half-bright,nēm-rōšn,ADJ,_,_,14,advcl,_
101,GBd_TD1.csv,10,rawāg,progressive,rawāg,ADJ,_,_,11,xcomp,5:acl
104,GBd_TD1.csv,4,brīnōmand,divided,brīnōmand,ADJ,_,_,1,xcomp,_
106,GBd_TD1.csv,14,pasēn,final,pasēn,ADJ,_,_,12,nmod,_
110,GBd_TD1.csv,3,haftom,seventh,haftom,ADJ,NumType=Ord,NumType=Ord,5,nsubj,_
112,GBd_TD1.csv,3,haftom,seventh,haftom,ADJ,NumType=Ord,NumType=Ord,4,nsubj,_
118,GBd_TD1.csv,1,haftom,seventh,haftom,ADJ,NumType=Ord,NumType=Ord,3,nsubj,_
118,GBd_TD1.csv,4,haštom,eighth,haštom,ADJ,NumType=Ord,NumType=Ord,5,nsubj,_
118,GBd_TD1.csv,6,nohom,ninth,nohom,ADJ,NumType=Ord,NumType=Ord,7,nsubj,_
118,GBd_TD1.csv,9,dahom,tenth,dahom,ADJ,NumType=Ord,NumType=Ord,10,nsubj,_
118,GBd_TD1.csv,11,yāzdahom,eleventh,yāzdahom,ADJ,NumType=Ord,NumType=Ord,12,nsubj,_
118,GBd_TD1.csv,13,dwāzdahom,twelfth,dwāzdahom,ADJ,NumType=Ord,NumType=Ord,14,nsubj,_
118,GBd_TD1.csv,18,sēzdahom,thirteenth,sēzdahom,ADJ,NumType=Ord,NumType=Ord,19,nsubj,_
118,GBd_TD1.csv,22,čahārdahom,fourteenth,čahārdahom,ADJ,NumType=Ord,NumType=Ord,23,nsubj,_
118,GBd_TD1.csv,26,pānzdahom,fifteenth,pānzdahom,ADJ,NumType=Ord,NumType=Ord,27,nsubj,_
118,GBd_TD1.csv,30,šānzdahom,sixteenth,šānzdahom,ADJ,NumType=Ord,NumType=Ord,31,nsubj,_
118,GBd_TD1.csv,32,haftdahom,seventeenth,haftdahom,ADJ,NumType=Ord,NumType=Ord,33,nsubj,_
118,GBd_TD1.csv,34,haštdahom,eighteenth,haštdahom,ADJ,NumType=Ord,NumType=Ord,35,nsubj,_
118,GBd_TD1.csv,36,nōzdahom,nineteenth,nōzdahom,ADJ,NumType=Ord,NumType=Ord,37,nsubj,_
118,GBd_TD1.csv,38,wīstom,twentieth,wīstom,ADJ,NumType=Ord,NumType=Ord,39,nsubj,_
128,GBd_TD1.csv,11,amēnīdār,unthinking,amēnīdār,ADJ,_,_,10,xcomp,_
128,GBd_TD1.csv,18,homānāg,resembling,homānāg,ADJ,_,_,11,xcomp,_
129,GBd_TD1.csv,7,homānāg,resembling,homānāg,ADJ,_,_,4,xcomp,4:acl
130,GBd_TD1.csv,8,homānāg,resembling,homānāg,ADJ,_,_,4,xcomp,4:acl
138,GBd_TD1.csv,4,agār,inactive,agār,ADJ,_,_,14,advcl,_
142,GBd_TD1.csv,10,fradom,first,fradom,ADJ,NumType=Ord,NumType=Ord,11,ccomp,_
147,GBd_TD1.csv,22,kāmag,desirable,kāmag,ADJ,_,_,17,advcl,_
150,GBd_TD1.csv,5,paydāg,visible,paydāg,ADJ,_,_,2,acl,_
152,GBd_TD1.csv,11,homānāg,resembling,homānāg,ADJ,_,_,12,acl,_
154,GBd_TD1.csv,3,homānāg,resembling,homānāg,ADJ,_,_,4,acl,_
154,GBd_TD1.csv,4,menišnōmand,endwoed with thought,menišnōmand,ADJ,_,_,0,root,_
161,GBd_TD1.csv,6,gird,round,gird,ADJ,_,_,5,advcl,4:acl
162,GBd_TD1.csv,1,hamōg,even,hamōg,ADJ,_,_,15,advcl,_
163,GBd_TD1.csv,11,saxt,hard,saxt,ADJ,_,_,8,acl,_
163,GBd_TD1.csv,21,arzan_āgand,full of millet,arzan-āgand,ADJ,_,_,17,acl,_
165,GBd_TD1.csv,20,ǰud_tōhmag,of different origin,ǰud-tōhmag,ADJ,_,_,18,acl:relcl,_
172,GBd_TD1.csv,20,spēd,white,spēd,ADJ,_,_,12,acl:relcl,_
174,GBd_TD1.csv,4,rōšn,bright,rōšn,ADJ,_,_,3,advcl,2:acl
178,GBd_TD1.csv,1,čašmōmand,sighted,čašmōmand,ADJ,_,_,0,root,_
